40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,42,42,42,40,40,40,40,40,40,40,43,40,40,40,41,41,41,41,40,40,40,42,40,40,40,40,40,40,40,43,43,43,40,40,40,40
40,40,40,40,42,42,42,40,40,40,40,40,40,40,43,40,40,40,41,41,41,41,40,40,40,42,40,40,40,40,40,40,40,43,43,43,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,43,40,40,40,41,41,41,41,40,40,40,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,43,40,40,40,41,41,41,41,40,40,40,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,40,40,40,41,41,41,41,40,40,40,43,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,40,40,40,41,41,41,41,40,40,40,43,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,43,43,43,40,40,40,40,40,40,40,42,40,40,40,41,41,41,41,40,40,40,43,40,40,40,40,40,40,40,42,42,42,40,40,40,40
40,40,40,40,43,43,43,40,40,40,40,40,40,40,42,40,40,40,41,41,41,41,40,40,40,43,40,40,40,40,40,40,40,42,42,42,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
